宁安,黑龙江,牡丹江,CN101050306
东宁,黑龙江,牡丹江,CN101050307
东安,黑龙江,牡丹江,CN101050308
阳明,黑龙江,牡丹江,CN101050309
爱民,黑龙江,牡丹江,CN101050310
西安,黑龙江,牡丹江,CN101050311
佳木斯,黑龙江,佳木斯,CN101050401
汤原,黑龙江,佳木斯,CN101050402
抚远,黑龙江,佳木斯,CN101050403
桦川,黑龙江,佳木斯,CN101050404
桦南,黑龙江,佳木斯,CN101050405
同江,黑龙江,佳木斯,CN101050406
富锦,黑龙江,佳木斯,CN101050407
向阳,黑龙江,佳木斯,CN101050408
前进,黑龙江,佳木斯,CN101050409
东风,黑龙江,佳木斯,CN101050410
郊区,黑龙江,佳木斯,CN101050411
绥化,黑龙江,绥化,CN101050501
肇东,黑龙江,绥化,CN101050502
安达,黑龙江,绥化,CN101050503
海伦,黑龙江,绥化,CN101050504
明水,黑龙江,绥化,CN101050505
望奎,黑龙江,绥化,CN101050506
兰西,黑龙江,绥化,CN101050507
青冈,黑龙江,绥化,CN101050508
庆安,黑龙江,绥化,CN101050509
绥棱,黑龙江,绥化,CN101050510
北林,黑龙江,绥化,CN101050511
黑河,黑龙江,黑河,CN101050601
嫩江,黑龙江,黑河,CN101050602
孙吴,黑龙江,黑河,CN101050603
逊克,黑龙江,黑河,CN101050604
五大连池,黑龙江,黑河,CN101050605
北安,黑龙江,黑河,CN101050606
爱辉,黑龙江,黑河,CN101050607
大兴安岭,黑龙江,大兴安岭,CN101050701
塔河,黑龙江,大兴安岭,CN101050702
漠河,黑龙江,大兴安岭,CN101050703
呼玛,黑龙江,大兴安岭,CN101050704
呼中,黑龙江,大兴安岭,CN101050705
新林,黑龙江,大兴安岭,CN101050706
加格达奇,黑龙江,大兴安岭,CN101050708
伊春,黑龙江,伊春,CN101050801
乌伊岭,黑龙江,伊春,CN101050802
五营,黑龙江,伊春,CN101050803
铁力,黑龙江,伊春,CN101050804
嘉荫,黑龙江,伊春,CN101050805
南岔,黑龙江,伊春,CN101050806
友好,黑龙江,伊春,CN101050807
西林,黑龙江,伊春,CN101050808
翠峦,黑龙江,伊春,CN101050809
新青,黑龙江,伊春,CN101050810
美溪,黑龙江,伊春,CN101050811
金山屯,黑龙江,伊春,CN101050812
乌马河,黑龙江,伊春,CN101050813
汤旺河,黑龙江,伊春,CN101050814
带岭,黑龙江,伊春,CN101050815
红星,黑龙江,伊春,CN101050816
上甘岭,黑龙江,伊春,CN101050817
大庆,黑龙江,大庆,CN101050901
林甸,黑龙江,大庆,CN101050902
肇州,黑龙江,大庆,CN101050903
肇源,黑龙江,大庆,CN101050904
杜尔伯特,黑龙江,大庆,CN101050905
萨尔图,黑龙江,大庆,CN101050906
龙凤,黑龙江,大庆,CN101050907
让胡路,黑龙江,大庆,CN101050908
红岗,黑龙江,大庆,CN101050909
大同,黑龙江,大庆,CN101050910
新兴,黑龙江,七台河,CN101051001
七台河,黑龙江,七台河,CN101051002
勃利,黑龙江,七台河,CN101051003
桃山,黑龙江,七台河,CN101051004
茄子河,黑龙江,七台河,CN101051005
鸡西,黑龙江,鸡西,CN101051101
虎林,黑龙江,鸡西,CN101051102
密山,黑龙江,鸡西,CN101051103
鸡东,黑龙江,鸡西,CN101051104
鸡冠,黑龙江,鸡西,CN101051105
恒山,黑龙江,鸡西,CN101051106
滴道,黑龙江,鸡西,CN101051107
梨树,黑龙江,鸡西,CN101051108
城子河,黑龙江,鸡西,CN101051109
麻山,黑龙江,鸡西,CN101051110
鹤岗,黑龙江,鹤岗,CN101051201
绥滨,黑龙江,鹤岗,CN101051202
萝北,黑龙江,鹤岗,CN101051203
向阳,黑龙江,鹤岗,CN101051204
工农,黑龙江,鹤岗,CN101051205
南山,黑龙江,鹤岗,CN101051206
兴安,黑龙江,鹤岗,CN101051207
东山,黑龙江,鹤岗,CN101051208
兴山,黑龙江,鹤岗,CN101051209
双鸭山,黑龙江,双鸭山,CN101051301
集贤,黑龙江,双鸭山,CN101051302
宝清,黑龙江,双鸭山,CN101051303
饶河,黑龙江,双鸭山,CN101051304
友谊,黑龙江,双鸭山,CN101051305
尖山,黑龙江,双鸭山,CN101051306
岭东,黑龙江,双鸭山,CN101051307
四方台,黑龙江,双鸭山,CN101051308
宝山,黑龙江,双鸭山,CN101051309
长春,吉林,长春,CN101060101
农安,吉林,长春,CN101060102
德惠,吉林,长春,CN101060103
九台,吉林,长春,CN101060104
榆树,吉林,长春,CN101060105
双阳,吉林,长春,CN101060106
二道,吉林,长春,CN101060107
南关,吉林,长春,CN101060108
宽城,吉林,长春,CN101060109
朝阳,吉林,长春,CN101060110
绿园,吉林,长春,CN101060111
吉林,吉林,吉林,CN101060201
舒兰,吉林,吉林,CN101060202
永吉,吉林,吉林,CN101060203
蛟河,吉林,吉林,CN101060204
磐石,吉林,吉林,CN101060205
桦甸,吉林,吉林,CN101060206
昌邑,吉林,吉林,CN101060207
龙潭,吉林,吉林,CN101060208
船营,吉林,吉林,CN101060209
丰满,吉林,吉林,CN101060210
延吉,吉林,延边,CN101060301
敦化,吉林,延边,CN101060302
安图,吉林,延边,CN101060303
汪清,吉林,延边,CN101060304
和龙,吉林,延边,CN101060305
延边,吉林,延边,CN101060306
龙井,吉林,延边,CN101060307
珲春,吉林,延边,CN101060308
图们,吉林,延边,CN101060309
四平,吉林,四平,CN101060401
双辽,吉林,四平,CN101060402
梨树,吉林,四平,CN101060403
公主岭,吉林,四平,CN101060404
伊通,吉林,四平,CN101060405
铁西,吉林,四平,CN101060406
铁东,吉林,四平,CN101060407
通化,吉林,通化,CN101060501
梅河口,吉林,通化,CN101060502
柳河,吉林,通化,CN101060503
辉南,吉林,通化,CN101060504
集安,吉林,通化,CN101060505
通化县,吉林,通化,CN101060506
东昌,吉林,通化,CN101060507
二道江,吉林,通化,CN101060508
白城,吉林,白城,CN101060601
洮南,吉林,白城,CN101060602
大安,吉林,白城,CN101060603
镇赉,吉林,白城,CN101060604
通榆,吉林,白城,CN101060605
洮北,吉林,白城,CN101060606
辽源,吉林,辽源,CN101060701
东丰,吉林,辽源,CN101060702
东辽,吉林,辽源,CN101060703
龙山,吉林,辽源,CN101060704
西安,吉林,辽源,CN101060705
松原,吉林,松原,CN101060801
乾安,吉林,松原,CN101060802
前郭,吉林,松原,CN101060803
长岭,吉林,松原,CN101060804
扶余,吉林,松原,CN101060805
宁江,吉林,松原,CN101060806
白山,吉林,白山,CN101060901
靖宇,吉林,白山,CN101060902
临江,吉林,白山,CN101060903
东岗,吉林,白山,CN101060904
长白,吉林,白山,CN101060905
抚松,吉林,白山,CN101060906
江源,吉林,白山,CN101060907
浑江,吉林,白山,CN101060908
沈阳,辽宁,沈阳,CN101070101
浑南,辽宁,沈阳,CN101070102
辽中,辽宁,沈阳,CN101070103
康平,辽宁,沈阳,CN101070104
法库,辽宁,沈阳,CN101070105
新民,辽宁,沈阳,CN101070106
和平,辽宁,沈阳,CN101070107
沈河,辽宁,沈阳,CN101070108
大东,辽宁,沈阳,CN101070109
皇姑,辽宁,沈阳,CN101070110
铁西,辽宁,沈阳,CN101070111
苏家屯,辽宁,沈阳,CN101070112
沈北新区,辽宁,沈阳,CN101070113
于洪,辽宁,沈阳,CN101070114
大连,辽宁,大连,CN101070201
瓦房店,辽宁,大连,CN101070202
金州,辽宁,大连,CN101070203
普兰店,辽宁,大连,CN101070204
旅顺,辽宁,大连,CN101070205
长海,辽宁,大连,CN101070206
庄河,辽宁,大连,CN101070207
中山,辽宁,大连,CN101070208
西岗,辽宁,大连,CN101070209
沙河口,辽宁,大连,CN101070210
甘井子,辽宁,大连,CN101070211
鞍山,辽宁,鞍山,CN101070301
台安,辽宁,鞍山,CN101070302
岫岩,辽宁,鞍山,CN101070303
海城,辽宁,鞍山,CN101070304
铁东,辽宁,鞍山,CN101070305
铁西,辽宁,鞍山,CN101070306
立山,辽宁,鞍山,CN101070307
千山,辽宁,鞍山,CN101070308
抚顺,辽宁,抚顺,CN101070401
新宾,辽宁,抚顺,CN101070402
清原,辽宁,抚顺,CN101070403
新抚,辽宁,抚顺,CN101070405
东洲,辽宁,抚顺,CN101070406
望花,辽宁,抚顺,CN101070407
顺城,辽宁,抚顺,CN101070408
本溪,辽宁,本溪,CN101070501
本溪县,辽宁,本溪,CN101070502
平山,辽宁,本溪,CN101070503
桓仁,辽宁,本溪,CN101070504
溪湖,辽宁,本溪,CN101070505
明山,辽宁,本溪,CN101070506
南芬,辽宁,本溪,CN101070507
丹东,辽宁,丹东,CN101070601
凤城,辽宁,丹东,CN101070602
宽甸,辽宁,丹东,CN101070603
东港,辽宁,丹东,CN101070604
元宝,辽宁,丹东,CN101070605
振兴,辽宁,丹东,CN101070606
振安,辽宁,丹东,CN101070607
锦州,辽宁,锦州,CN101070701
凌海,辽宁,锦州,CN101070702
古塔,辽宁,锦州,CN101070703
义县,辽宁,锦州,CN101070704
黑山,辽宁,锦州,CN101070705
北镇,辽宁,锦州,CN101070706
凌河,辽宁,锦州,CN101070707
太和,辽宁,锦州,CN101070708
营口,辽宁,营口,CN101070801
大石桥,辽宁,营口,CN101070802
盖州,辽宁,营口,CN101070803
站前,辽宁,营口,CN101070804
西市,辽宁,营口,CN101070805
鲅鱼圈,辽宁,营口,CN101070806
老边,辽宁,营口,CN101070807
阜新,辽宁,阜新,CN101070901
彰武,辽宁,阜新,CN101070902
海州,辽宁,阜新,CN101070903
新邱,辽宁,阜新,CN101070904
太平,辽宁,阜新,CN101070905
清河门,辽宁,阜新,CN101070906
细河,辽宁,阜新,CN101070907
辽阳,辽宁,辽阳,CN101071001
辽阳县,辽宁,辽阳,CN101071002
灯塔,辽宁,辽阳,CN101071003
弓长岭,辽宁,辽阳,CN101071004
白塔,辽宁,辽阳,CN101071005
文圣,辽宁,辽阳,CN101071006
宏伟,辽宁,辽阳,CN101071007
太子河,辽宁,辽阳,CN101071008
铁岭,辽宁,铁岭,CN101071101
开原,辽宁,铁岭,CN101071102
昌图,辽宁,铁岭,CN101071103
西丰,辽宁,铁岭,CN101071104
调兵山,辽宁,铁岭,CN101071105
银州,辽宁,铁岭,CN101071106
清河,辽宁,铁岭,CN101071107
朝阳,辽宁,朝阳,CN101071201
双塔,辽宁,朝阳,CN101071202
凌源,辽宁,朝阳,CN101071203
喀左,辽宁,朝阳,CN101071204
北票,辽宁,朝阳,CN101071205
龙城,辽宁,朝阳,CN101071206
建平县,辽宁,朝阳,CN101071207
盘锦,辽宁,盘锦,CN101071301
大洼,辽宁,盘锦,CN101071302
盘山,辽宁,盘锦,CN101071303
双台子,辽宁,盘锦,CN101071304
兴隆台,辽宁,盘锦,CN101071305
葫芦岛,辽宁,葫芦岛,CN101071401
建昌,辽宁,葫芦岛,CN101071402
绥中,辽宁,葫芦岛,CN101071403
兴城,辽宁,葫芦岛,CN101071404
连山,辽宁,葫芦岛,CN101071405
龙港,辽宁,葫芦岛,CN101071406
南票,辽宁,葫芦岛,CN101071407
呼和浩特,内蒙古,呼和浩特,CN101080101
土左旗,内蒙古,呼和浩特,CN101080102
托县,内蒙古,呼和浩特,CN101080103
和林,内蒙古,呼和浩特,CN101080104
清水河,内蒙古,呼和浩特,CN101080105
赛罕,内蒙古,呼和浩特,CN101080106
武川,内蒙古,呼和浩特,CN101080107
新城,内蒙古,呼和浩特,CN101080108
回民,内蒙古,呼和浩特,CN101080109
玉泉,内蒙古,呼和浩特,CN101080110
包头,内蒙古,包头,CN101080201
白云鄂博,内蒙古,包头,CN101080202
满都拉,内蒙古,包头,CN101080203
土右旗,内蒙古,包头,CN101080204
固阳,内蒙古,包头,CN101080205
达茂旗,内蒙古,包头,CN101080206
希拉穆仁,内蒙古,包头,CN101080207
东河,内蒙古,包头,CN101080208
昆都仑,内蒙古,包头,CN101080209
青山,内蒙古,包头,CN101080210
石拐,内蒙古,包头,CN101080211
九原,内蒙古,包头,CN101080212
乌海,内蒙古,乌海,CN101080301
海勃湾,内蒙古,乌海,CN101080302
海南,内蒙古,乌海,CN101080303
乌达,内蒙古,乌海,CN101080304
集宁,内蒙古,乌兰察布,CN101080401
卓资,内蒙古,乌兰察布,CN101080402
化德,内蒙古,乌兰察布,CN101080403
商都,内蒙古,乌兰察布,CN101080404
乌兰察布,内蒙古,乌兰察布,CN101080405
兴和,内蒙古,乌兰察布,CN101080406
凉城,内蒙古,乌兰察布,CN101080407
察右前旗,内蒙古,乌兰察布,CN101080408
察右中旗,内蒙古,乌兰察布,CN101080409
察右后旗,内蒙古,乌兰察布,CN101080410
四子王旗,内蒙古,乌兰察布,CN101080411
丰镇,内蒙古,乌兰察布,CN101080412
通辽,内蒙古,通辽,CN101080501
舍伯吐,内蒙古,通辽,CN101080502
科左中旗,内蒙古,通辽,CN101080503
科左后旗,内蒙古,通辽,CN101080504
青龙山,内蒙古,通辽,CN101080505
开鲁,内蒙古,通辽,CN101080506
库伦,内蒙古,通辽,CN101080507
奈曼,内蒙古,通辽,CN101080508
扎鲁特,内蒙古,通辽,CN101080509
科尔沁,内蒙古,通辽,CN101080510
巴雅尔吐胡硕,内蒙古,通辽,CN101080511
霍林郭勒,内蒙古,通辽,CN101080512
赤峰,内蒙古,赤峰,CN101080601
红山,内蒙古,赤峰,CN101080602
阿鲁旗,内蒙古,赤峰,CN101080603
巴林左旗,内蒙古,赤峰,CN101080605
巴林右旗,内蒙古,赤峰,CN101080606
林西,内蒙古,赤峰,CN101080607
克什克腾,内蒙古,赤峰,CN101080608
翁牛特,内蒙古,赤峰,CN101080609
岗子,内蒙古,赤峰,CN101080610
喀喇沁,内蒙古,赤峰,CN101080611
八里罕,内蒙古,赤峰,CN101080612
宁城,内蒙古,赤峰,CN101080613
敖汉,内蒙古,赤峰,CN101080614
元宝山,内蒙古,赤峰,CN101080616
松山,内蒙古,赤峰,CN101080617
富河,内蒙古,赤峰,CN101080618
宝国图,内蒙古,赤峰,CN101080619
鄂尔多斯,内蒙古,鄂尔多斯,CN101080701
达拉特,内蒙古,鄂尔多斯,CN101080703
准格尔,内蒙古,鄂尔多斯,CN101080704
鄂前旗,内蒙古,鄂尔多斯,CN101080705
河南,内蒙古,鄂尔多斯,CN101080706
伊和乌素,内蒙古,鄂尔多斯,CN101080707
鄂托克,内蒙古,鄂尔多斯,CN101080708
杭锦旗,内蒙古,鄂尔多斯,CN101080709
乌审旗,内蒙古,鄂尔多斯,CN101080710
伊金霍洛,内蒙古,鄂尔多斯,CN101080711
乌审召,内蒙古,鄂尔多斯,CN101080712
东胜,内蒙古,鄂尔多斯,CN101080713
康巴什,内蒙古,鄂尔多斯,CN101080714
临河,内蒙古,巴彦淖尔,CN101080801
五原,内蒙古,巴彦淖尔,CN101080802
磴口,内蒙古,巴彦淖尔,CN101080803
乌前旗,内蒙古,巴彦淖尔,CN101080804
大佘太,内蒙古,巴彦淖尔,CN101080805
乌中旗,内蒙古,巴彦淖尔,CN101080806
乌后旗,内蒙古,巴彦淖尔,CN101080807
海力素,内蒙古,巴彦淖尔,CN101080808
那仁宝力格,内蒙古,巴彦淖尔,CN101080809
杭锦后旗,内蒙古,巴彦淖尔,CN101080810
巴彦淖尔,内蒙古,巴彦淖尔,CN101080811
锡林浩特,内蒙古,锡林郭勒,CN101080901
锡林郭勒,内蒙古,锡林郭勒,CN101080902
二连浩特,内蒙古,锡林郭勒,CN101080903
阿巴嘎,内蒙古,锡林郭勒,CN101080904
苏左旗,内蒙古,锡林郭勒,CN101080906
苏右旗,内蒙古,锡林郭勒,CN101080907
朱日和,内蒙古,锡林郭勒,CN101080908
东乌旗,内蒙古,锡林郭勒,CN101080909
西乌旗,内蒙古,锡林郭勒,CN101080910
太仆寺,内蒙古,锡林郭勒,CN101080911
镶黄旗,内蒙古,锡林郭勒,CN101080912
正镶白旗,内蒙古,锡林郭勒,CN101080913
正蓝旗,内蒙古,锡林郭勒,CN101080914
多伦,内蒙古,锡林郭勒,CN101080915
博克图,内蒙古,锡林郭勒,CN101080916
乌拉盖,内蒙古,锡林郭勒,CN101080917
海拉尔,内蒙古,呼伦贝尔,CN101081001
小二沟,内蒙古,呼伦贝尔,CN101081002
阿荣旗,内蒙古,呼伦贝尔,CN101081003
莫力达瓦,内蒙古,呼伦贝尔,CN101081004
鄂伦春旗,内蒙古,呼伦贝尔,CN101081005
鄂温克旗,内蒙古,呼伦贝尔,CN101081006
陈旗,内蒙古,呼伦贝尔,CN101081007
新左旗,内蒙古,呼伦贝尔,CN101081008
新右旗,内蒙古,呼伦贝尔,CN101081009
满洲里,内蒙古,呼伦贝尔,CN101081010
牙克石,内蒙古,呼伦贝尔,CN101081011
扎兰屯,内蒙古,呼伦贝尔,CN101081012
呼伦贝尔,内蒙古,呼伦贝尔,CN101081013
额尔古纳,内蒙古,呼伦贝尔,CN101081014
根河,内蒙古,呼伦贝尔,CN101081015
图里河,内蒙古,呼伦贝尔,CN101081016
扎赉诺尔,内蒙古,呼伦贝尔,CN101081017
乌兰浩特,内蒙古,兴安盟,CN101081101
阿尔山,内蒙古,兴安盟,CN101081102
科右中旗,内蒙古,兴安盟,CN101081103
胡尔勒,内蒙古,兴安盟,CN101081104
扎赉特,内蒙古,兴安盟,CN101081105
索伦,内蒙古,兴安盟,CN101081106
突泉,内蒙古,兴安盟,CN101081107
兴安盟,内蒙古,兴安盟,CN101081108
科右前旗,内蒙古,兴安盟,CN101081109
高力板,内蒙古,兴安盟,CN101081110
阿左旗,内蒙古,阿拉善盟,CN101081201
阿右旗,内蒙古,阿拉善盟,CN101081202
额济纳,内蒙古,阿拉善盟,CN101081203
拐子湖,内蒙古,阿拉善盟,CN101081204
吉兰泰,内蒙古,阿拉善盟,CN101081205
巴彦诺日公,内蒙古,阿拉善盟,CN101081209
雅布赖,内蒙古,阿拉善盟,CN101081210
乌斯太,内蒙古,阿拉善盟,CN101081211
孪井滩,内蒙古,阿拉善盟,CN101081212
阿拉善盟,内蒙古,阿拉善盟,CN101081213
石家庄,河北,石家庄,CN101090101
井陉,河北,石家庄,CN101090102
正定,河北,石家庄,CN101090103
栾城,河北,石家庄,CN101090104
行唐,河北,石家庄,CN101090105
灵寿,河北,石家庄,CN101090106
高邑,河北,石家庄,CN101090107
深泽,河北,石家庄,CN101090108
赞皇,河北,石家庄,CN101090109
无极,河北,石家庄,CN101090110
平山,河北,石家庄,CN101090111
元氏,河北,石家庄,CN101090112
赵县,河北,石家庄,CN101090113
辛集,河北,石家庄,CN101090114
藁城,河北,石家庄,CN101090115
晋州,河北,石家庄,CN101090116
新乐,河北,石家庄,CN101090117
鹿泉,河北,石家庄,CN101090118
长安,河北,石家庄,CN101090119
桥西,河北,石家庄,CN101090120
新华,河北,石家庄,CN101090121
井陉矿区,河北,石家庄,CN101090122
裕华,河北,石家庄,CN101090123
保定,河北,保定,CN101090201
满城,河北,保定,CN101090202
阜平,河北,保定,CN101090203
徐水,河北,保定,CN101090204
唐县,河北,保定,CN101090205
高阳,河北,保定,CN101090206
竞秀,河北,保定,CN101090208
涞源,河北,保定,CN101090209
望都,河北,保定,CN101090210
易县,河北,保定,CN101090212
莲池,河北,保定,CN101090213
曲阳,河北,保定,CN101090214
蠡县,河北,保定,CN101090215
顺平,河北,保定,CN101090216
涿州,河北,保定,CN101090218
定州,河北,保定,CN101090219
安国,河北,保定,CN101090220
高碑店,河北,保定,CN101090221
涞水,河北,保定,CN101090222
定兴,河北,保定,CN101090223
清苑,河北,保定,CN101090224
博野,河北,保定,CN101090225
张家口,河北,张家口,CN101090301
宣化,河北,张家口,CN101090302
张北,河北,张家口,CN101090303
康保,河北,张家口,CN101090304
沽源,河北,张家口,CN101090305
尚义,河北,张家口,CN101090306
蔚县,河北,张家口,CN101090307
阳原,河北,张家口,CN101090308
怀安,河北,张家口,CN101090309
万全,河北,张家口,CN101090310
怀来,河北,张家口,CN101090311
涿鹿,河北,张家口,CN101090312
赤城,河北,张家口,CN101090313
崇礼,河北,张家口,CN101090314
桥东,河北,张家口,CN101090315
桥西,河北,张家口,CN101090316
下花园,河北,张家口,CN101090317
双桥,河北,承德,CN101090401
承德,河北,承德,CN101090402
承德县,河北,承德,CN101090403
兴隆,河北,承德,CN101090404
平泉,河北,承德,CN101090405
滦平,河北,承德,CN101090406
隆化,河北,承德,CN101090407
丰宁,河北,承德,CN101090408
宽城,河北,承德,CN101090409
围场,河北,承德,CN101090410
双滦,河北,承德,CN101090411
鹰手营子矿,河北,承德,CN101090412
唐山,河北,唐山,CN101090501
丰南,河北,唐山,CN101090502
丰润,河北,唐山,CN101090503
滦县,河北,唐山,CN101090504
滦南,河北,唐山,CN101090505
乐亭,河北,唐山,CN101090506
迁西,河北,唐山,CN101090507
玉田,河北,唐山,CN101090508
曹妃甸,河北,唐山,CN101090509
遵化,河北,唐山,CN101090510
迁安,河北,唐山,CN101090511
路南,河北,唐山,CN101090513
路北,河北,唐山,CN101090514
古冶,河北,唐山,CN101090515
开平,河北,唐山,CN101090516
廊坊,河北,廊坊,CN101090601
固安,河北,廊坊,CN101090602
永清,河北,廊坊,CN101090603
香河,河北,廊坊,CN101090604
大城,河北,廊坊,CN101090605
文安,河北,廊坊,CN101090606
大厂,河北,廊坊,CN101090607
霸州,河北,廊坊,CN101090608
三河,河北,廊坊,CN101090609
安次,河北,廊坊,CN101090610
广阳,河北,廊坊,CN101090611
沧州,河北,沧州,CN101090701
青县,河北,沧州,CN101090702
东光,河北,沧州,CN101090703
海兴,河北,沧州,CN101090704
盐山,河北,沧州,CN101090705
肃宁,河北,沧州,CN101090706
南皮,河北,沧州,CN101090707
吴桥,河北,沧州,CN101090708
献县,河北,沧州,CN101090709
孟村,河北,沧州,CN101090710
泊头,河北,沧州,CN101090711
任丘,河北,沧州,CN101090712
黄骅,河北,沧州,CN101090713
河间,河北,沧州,CN101090714
新华,河北,沧州,CN101090715
沧县,河北,沧州,CN101090716
运河,河北,沧州,CN101090717
衡水,河北,衡水,CN101090801
枣强,河北,衡水,CN101090802
武邑,河北,衡水,CN101090803
武强,河北,衡水,CN101090804
饶阳,河北,衡水,CN101090805
安平,河北,衡水,CN101090806
故城,河北,衡水,CN101090807
景县,河北,衡水,CN101090808
阜城,河北,衡水,CN101090809
冀州,河北,衡水,CN101090810
深州,河北,衡水,CN101090811
桃城,河北,衡水,CN101090812
邢台,河北,邢台,CN101090901
临城,河北,邢台,CN101090902
桥东,河北,邢台,CN101090903
内丘,河北,邢台,CN101090904
柏乡,河北,邢台,CN101090905
隆尧,河北,邢台,CN101090906
南和,河北,邢台,CN101090907
宁晋,河北,邢台,CN101090908
巨鹿,河北,邢台,CN101090909
新河,河北,邢台,CN101090910
广宗,河北,邢台,CN101090911
平乡,河北,邢台,CN101090912
威县,河北,邢台,CN101090913
清河,河北,邢台,CN101090914
临西,河北,邢台,CN101090915
南宫,河北,邢台,CN101090916
沙河,河北,邢台,CN101090917
